title,company,city,contract_type,salary,description
Principal Data Scientist,"Cornerstone OnDemand, Inc.",Paris (75),-,-,"We're looking for a
Principal Data Scientist (Paris, France/Remote)

Cornerstone is looking for Data Scientists and Data Engineers to join its Paris-based data science team. This team results of the acquisition early 2020 of Clustree, an HR deep tech start-up that built some world class AI assets around careers data. In a context where Cornerstone is making a strong bet on AI as part of its product vision, The team is now building some cutting-edge data products for 75 million users on core career and learning use cases (Job matching, Learning recommendation, Career path exploration, Skills detection, Company-wide skills visualization, etc.).

As of today, The team consists of 9 people with a strong level of seniority (around 10 years in average), an expertise in NLP and a particular focus on building industrial and scalable data products. By joining this team, you will have the opportunity to contribute to pushing the state of the art of data science into the field of HR, where advances in NLP and technologies such as Clustree's are opening up new exciting possibilities.

Our technologies: Python, Tensorflow, Spark, github.com/clustree/modelkit, AWS, etc.

Our data expertise: machine learning, NLP, deep learning (RNN, sequence processing), information extraction, graph algorithms, ontology development, etc.

As half the team is remote, we are open to remote candidates.

In this role you will...

Design, optimise and put into production algorithm-intensive data products
Design, develop and maintain industrial and scalable data products
Develop R&D work around career and learning data Work in a collaborative team aiming to help you do your best work and make your mark on our products. You will learn a lot from your team and hopefully they will learn from you.
Affect customers with your work by deploying features to production and improving their quality
Participate in cross-functional discussions with product or technical teams around the world

You’ve got what it takes if you have…

More than 8 years of experience in Data Science in a start-up, software company or large group
Strong experience in Python development
Strong experience in Machine Learning
A willingness to work on both research and engineering projects
A willingness to work in an international work environment
Proficiency in French
#LI-MV1

Our Culture:

Our mission is to empower people, businesses and communities. A culture created less by what we do and more by who we are. When people ask what our team is about, we point to our core values: champion customer success, bring our best, achieve together, get stuff done, and innovate every day. We're always on the lookout for new, curious and capable people who can help us achieve our goal and we are seeking diversity in the people who join our team. We want to make sure that our company reflects the demographic of our customers, clients, and the communities in which we operate. So if you want to work for a friendly, global, inclusive and innovative company, we'd love to meet you!
What We Do:
Cornerstone is a premier people development company. We believe people can achieve anything when they have the right development and growth opportunities. We offer organizations the technology, content, expertise and specialized focus to help them realize the potential of their people. Featuring comprehensive recruiting, personalized learning, modern training content, development-driven performance management and holistic employee data management and insights, Cornerstone’s people development solutions are successfully used by more than 75 million people in 180+ countries and in nearly 50 languages.

Cornerstone takes special care to ensure the security and privacy of the data of its users.

Check us out on Linkedin, Comparably, Glassdoor, and Facebook!

Equal Employment Opportunity has been, and will continue to be, a fundamental commitment at Cornerstone OnDemand. All qualified applicants are given consideration regardless of race, religion, color, gender, sex, age, sexual orientation, gender identity, national origin, marital status, citizenship status, disability, veteran status, or any other protected class as provided in applicable Federal, State, or Local fair employment laws. If you have a disability or special need that requires accommodation, please contact us at careers@csod.com."
Senior Data Scientist NLP,Data Recrutement,Paris (75), -  CDI,50 000 € - 80 000 € par an,"Offre publiée le 12-10-2021.
Paris
Lille
Fonction Data scientist ml ia nlp dl
Taille entreprise de 51 à 200
Teletravail partiel
Technologies Aws
Technologies Git
Technologies Gcp
Technologies Google cloud plateform
Technologies Nlp
Technologies Python
Technologies Sql
Technologies Tableau
Technologies Tensorflow
Expérience 3 à 5 ans
Expérience 6 à 10 ans
Statut CDI
Min 50k€
Max 80k€
L’ENTREPRISE :

Scale-up française éditrice de solutions SaaS B2B2C HRtech

Plus de 150 collaborateurs, l'équipe a doublé en 4 ans.

Forte croissance : 40 à 60% par an

Ambition de doublé la part du CA réalisé à l'international : 20 % du CA aujourd'hui.

+ de 3,5 millions d'utilisateurs

L'entreprise investit sur la tech et le produit et développe de nouveaux produits

Locaux au coeur de Paris, Lille, ou La Rochelle


Pour en savoir plus sur le nom de l’entreprise et le contexte : demandez-moi à antoine@datarecrutement.fr (j’en profiterai pour vous confirmer si votre profil peut correspondre) et profitez-en pour me rajouter sur LinkedIn directement !


LA MISSION :

Au sein d'une équipe Tech dynamique, vous êtes en charge de concevoir, développer, livrer et maintenir leur plateforme. Vous contribuez à la création et au déploiement de services robustes, hautement performants et à haute disponibilité.


Au quotidien :

Vous collaborez au sein d’une équipe Data avec le Product Manager, Data Engineer et Software Engineers pour concevoir et construire les solutions de traitement de données répondant aux besoins de leurs clients.
Vous transformez la donnée brute en analyses perspicaces caractérisées par une excellente gouvernance, une transparence sur les techniques utilisées et une documentation claire.
Vous concevez et construisez des services distribués de traitement de données à base de Data Science tel que le NLP.
Vous établissez des modèles utilisant les algorithmes de Machine Learning pour simplifier la recherche du candidat ainsi que celle du recruteur.
Vous identifiez des opportunités pour améliorer la plateforme et accompagner à travers l’application les clients dans leur prise de décisions.
Vous concevez et analysez des expérimentations rigoureuses, aidez les équipes à définir des hypothèses pertinentes et vous livrez de solides analyses des résultats obtenus.
Vous identifiez les métriques actionnables par les clients. Vous développez alors des dashboards et rapports pour suivre et anticiper l’activité.
Vous serez très rapidement amené à prendre le lead et a supervisé une équipe data


VOTRE PROFIL :

Vous maitrisez Python et SQL, ainsi que les librairies Scikit, Numpy, Pytorch, Pandas…
Avoir une première expérience de lead technique avec du management de projet
Vous maitrisez les méthodes et frameworks de ML tel que Tensorflow et leur mise en application
Vous êtes familier avec les pratiques de développement telles que Git, les frameworks de test, le code review et le CI/CD
Vous avez une excellente maîtrise des bases de données, du design de schémas et des techniques d’optimisation ainsi qu’une bonne connaissance des Bases NoSQL
Vous connaissez l'écosystème Cloud GCP ou souhaitez monter en compétence dessus
Vous maitrisez des outils de dataviz tels que Looker ou Tableau
Vous possédez un bac+5 en Informatique et Mathématiques.


LES MODALITÉS :


Rémunération selon profil : 50 à 80k€ de package selon le profil du candidat

Possibilité de travail en remote 3 à 4 jours par semaine

Processus de recrutement court


POUR EN SAVOIR PLUS : ANTOINE@DATARECRUTEMENT.FR

Créé en 2015, Data Recrutement est le cabinet de chasse du TOP500 du digital.

Nous sélectionnons les meilleures opportunités Adtech, SaaS, e-commerce, Deeptech, Big Data, Fintech, HRtech, Greentech, Foodtech, …

Notre équipe recrute les talents :
Data & TechProduct & DesignSales & Support
Sélectionné par Antoine Barck
Manager & Practice Leader / Spécialiste Data
Postuler"
Data Analyst F/H,OPEN,Villeurbanne (69),-,-,"Descriptif du poste:
Ce qui vous attend :
Vous accompagnerez le groupe de travail dans la définition des usages de la donnée et l’identification (avec les différents experts fonctionnels) des sources point de vérité de la donnée nécessaires à ses usages
Vous concevrez le modèle de donnée de la connaissance client 360 (du modèle conceptuel au modèle physique) dans la continuité des travaux de cadrage du projet et en garantissant son évolutivité et sa portabilité dans le temps.
Vous participerez à la conception et accompagnerez la mise en œuvre des solutions de collecte et mise en qualité de la donnée.
Vous garantirez la réalisation et la maintenance de la documentation fonctionnelle.
Vous prendrez en charge ou participerez à la déclinaison de la stratégie de tests.
Vous participerez à la mise en place de la gouvernance de données (aide à la décision, définition des responsabilités, gestion des activités autour de la maîtrise, de la connaissance, de la documentation et du lignage de données, accompagnement à la définition des KPI)
Aux côté du CP de projet, vous accompagnerez les autres collaborateurs de l’équipe et plus largement les acteurs du programme PRC dans la meilleure connaissance et utilisation de la connaissance 360.
Vous accompagnerez la mise en production dans le respect des standards d’exploitabilité, de robustesse et de performance et prendrez en charges la gestion de problèmes complexes dans un process d’amélioration continue.
Enfin, vous participerez avec les architectes d’entreprise à la stratégie d’adaptation du SI en garantissant l’intégration des usages opérationnels 360 et de la nouvelle plate-forme de données dans le SI et le décommissionnement des cas d’usage qui deviendraient de fait obsolètes
️ Et si c'était vous?
Issu d’une formation Bac+5 vous avez acquis une expérience préalable d’au moins 3 ans dans un poste similaire.
Savoir faire : expérience significative dans la mise en oeuvre de solution de connaissance 360 client sur plate-forme de données, bonne compréhension des architectures data centrée, maitrise des solutions de stockage de la donnée (SGBD, solution de type mongoDB ou graph), maitrise des technique de modélisation (dont modèle UML), maitrise des méthodes de gouvernance de la donnée, méthode de tests et principes d'exploitabilité (robustesse et performance).
Savoir être : capacité à faire converger des avis divergents vers une décision commune, aisance dans la communication orale et écrite, autonomie, rigueur, pédagogie, capacité à suscité l'engagement de chacun au sein du groupe.
Profil recherché:
Au-delà de la mission, voici ce que nous vous proposons :
ü Une intégration individualisée et conviviale
ü Des équipes projets expertes et passionnées
ü Un développement de vos compétences à la hauteur de vos attentes
ü Un accompagnement managérial et RH de proximité, tout au long de votre parcours OPEN
ü Du challenge, de la cohésion et de belles perspectives d'évolution !
Notre process de recrutement : un bref appel téléphonique et un premier échange d'environ une heure avec une Chargée de Recrutement pour parler de vous, de vos aspirations professionnelles et de nos offres. Un deuxième échange avec l'un de nos experts pour parler technique, et enfin, une rencontre avec votre futur(e) Manager !


Parce que ce sont nos Ambassadeurs qui en parlent le mieux, découvrez leurs témoignages sans filtre : https://www.youtube.com/watch?v=C4w_dkkVq40
N'hésitez plus, rejoignez-nous !
Qu’attendez-vous pour être Open ?
MFR20007
Entreprise:
Contexte de la mission :
Sur le marché Lyonnais, nous sommes incontournables sur le secteur public, bancaire, de la protection sociale, des mutuelles, des télécoms, du service et de l’énergie. Open Lyon compte actuellement 220 collaborateurs.
Nous travaillons en direct chez nos clients Grands Comptes, dans leurs locaux, au sein de notre centre de services, ou en télétravail.
Nous les accompagnons de bout en bout sur leurs projets applicatifs et infrastructures : en passant par le Pilotage de projet, l’assistance à Maitrise d’Œuvre et à Maitrise d’Ouvrage, le Test et l’expertise Cloud...
Venez renforcer nos équipes !
Afin d'accompagner un de nos clients grands comptes dans le secteur de l'assurance, nous recrutons un Data Analyst H/F"
Data analyst expert F/H,CACIIS,92300 Levallois-Perret, -  CDI,45 000 € - 55 000 € par an,"DESCRIPTIF DE POSTEPour renforcer le pôle études et développement, nous recrutons un(e) DATA ANALYST. Vous travaillerez en proche collaboration avec les différents acteurs du projet (développeurs back et front, administrateur système, directeur de projet, …) pour répondre à la demande de nos clients sur des problématiques SI dans le domaine des télécommunications.Force de proposition, vous contribuez à l’évolution des projets.Vos missions s’articulent autour des actions suivantes : - Recueil des données- Analyse approfondie et valorisation des données en étroite collaboration avec les métiers clients- Définition des règles de gestion avec le client- Traitement, exploitation et intégration des données- Analyses et traitements récursifs pour améliorer la QoD- Spécification et participation au développement d’outils d’analyse de données- Participation à l’industrialisation des traitements- Définition et fourniture de KPI et des reportings- Analyse et validation des résultats obtenus- Rédaction de CR et fourniture de documentationPROFIL RECHERCHEDe formation supérieur en informatique, vous avez une expérience de 5 ans minimum en tant que DATA ANALYST. Vous avez un bon relationnel notamment pour valoriser et comprendre les données avec le client final. Vous savez valoriser les données en fonction des différents métiers du client.Idéalement, vous avez de bonnes connaissances :- des bases de données (SQL, MySQL), Script/Dev- en préparation, analyse, modélisation et traitement des données- en mathématiques et développement informatiqueVous avez une excellente capacité d’analyse et de synthèse. Vous êtes rigoureux avec un excellent sens du service et un bon relationnel. Vous êtes à l’aise au contact du client et savez communiquer avec différents corps de métier. Ne réfléchissez plus ! Ce poste est fait pour vous.Statut : CadreType d'emploi : CDISalaire : 45 000,00€ à 55 000,00€ par anAvantages :Participation au TransportTitre-restaurantHoraires :Du Lundi au VendrediPériodes de Travail de 8 HeuresTravail en journéeExpérience:Data analyse: 5 ans (Optionnel)Télétravail:Oui"
Docteur R&D – Data Scientist – Finance de Marché – MEL F/H,RD2 CONSEIL,Paris 8e (75),CDI,-,"Descriptif du poste:
Rattaché à l’équipe Fundamental and Quantitative Analysis, votre activité s’articulera entre R&D et modélisation financière, à partir de l’analyse de données portant sur différents produits (dividendes, commodités, actions, produits de taux…). L’objectif sera notamment axé sur le développement de modèles prédictifs de comportement et de performance d’instruments financiers complexes.
Profil recherché:
Vous possédez une double expertise Data Science / Finance. Vous avez une bonne connaissance concernant les problématiques de gestion de portefeuille et de gestion d’actifs financiers, et avez au cours de vos expériences (Doctorat / Post-Doctorat) mené des travaux portant sur l’implémentation de méthodes d’apprentissage automatique / Machine Learning et / ou d’analyses mathématiques / statistiques de données volumineuses. Vos travaux porteront ainsi sur des projets en lien avec les données issues des gérants de fonds mais également issues d’autres sources de données (analyses économiques, données financières Bloomberg…, informations issues du web…). Dans ce cadre, vous aurez à mener des actions de collecte et d’analyse de données dans le cadre du développement de modèles et systèmes apprenants et prédictifs.
Vous maîtrisez également la programmation informatique permettant de concevoir et d’implémenter l’ensemble de ces systèmes (Python, Java ou autre langage de programmation permettant d’implémenter les algorithmes de Machine Learning) pour valider les résultats existants et futurs.
Nous recherchons enfin un candidat autonome pour mener ses travaux à bien et capable d’être force de propositions et d’initier des idées de recherche pour améliorer la performance des fonds.
Un très bon niveau d’anglais écrit et oral est un prérequis indispensable, vous évoluerez dans un contexte international (notre client étant composé d’une équipe multinationale et disposant d’une filiale au Liban).
Cet emploi est une chance unique pour les candidats d’apprendre les rouages de l’industrie financière tout en travaillant avec des chercheurs, des traders et des gestionnaires de portefeuille expérimentés.
Si vous pensez être cette personne, que vous êtes titulaire d’un Doctorat et n’avez jamais été embauché en CDI après votre thèse (contrainte impérative pour respecter les critères du CIR), nous vous invitons à nous faire parvenir votre CV et lettre de motivation par mail sous la référence MEL.
Entreprise:
RD2 Conseil est un cabinet de recrutement spécialisé sur la recherche de profils scientifiques pour les besoins en R&D des PME innovantes et entreprises privées, souhaitant se doter de compétences pointues et de réelles ressources humaines en matière d’Innovation.
Nous recrutons actuellement un(e) Docteur en Data Science appliqué(e) au domaine de la Finance de marché.
Notre client est une société de gestion d’actifs indépendante spécialisée dans les investissements alternatifs, axés sur les produits dérivés et les stratégies quantitatives. En particulier, elle est devenue la 1ère société de gestion de portefeuille spécialisée dans les investissements sur les futures sur dividendes.
Fondée en 2012, la société s’est vu reconnaître le statut de Jeune Entreprise Innovante (JEI) par le Ministère de la Recherche. Cette décision confirme l’accent mis sur la Recherche par la société, qui investit massivement dans l’innovation, fondement essentiel de sa croissance."
Consultant(e) Senior Data Scientist spécialisé(e) en risques financiers - C,Nexialog Consulting,75011 Paris,CDI,-,"Consultant(e) Senior Data Scientist spécialisé(e) en risques financiers - CDI (H/F)Cabinet de conseil indépendant en Risk Management, Actuariat et Finance, Nexialog Consulting connaît une croissance forte et régulière depuis sa création en 2006. Organisés autour de nos quatre pôles d’expertise (Actuariat Conseil / Risk Management Bancaire / Global Markets / Direction Financière), Nexialog Consulting s’est imposé ces dernières années comme un acteur de référence dans le secteur du conseil. Fort de ses 90 collaborateurs, le cabinet accompagne les plus grands acteurs de l’assurance et de la banque. Le département Risk Management & Actuariat met son expertise au service de ses clients dans les domaines de la modélisation prospective et réglementaire.Dans le cadre de notre forte croissance, nous recherchons un(e) Consultant(e) Senior appliquant les Data Science (H/F) aux risques financiers (ou assurantiels). Le poste est à pourvoir dès que possible.Vos missions : Au sein des équipes de consultants, vous interviendrez chez nos clients sur des thématiques diversifiées centrées sur la donnée :Capacité à comprendre une problématique lié aux marchés financiers (par exemple : détection des mouvements atypiques, de signaux faibles à des fins de contrôle ou d'analyse du marché), aux analyses de risques ou à la fidélisation clients, etc.Capacité à trouver une modélisation pour répondre à la problématique posée : conception d’algorithmes de classification et développement de modèles prédictifs de comportement et de performance ;Capacité à déterminer quelles sont les données pertinentes (déjà existantes ou à récupérer via différents canaux, à consolider, modifier, etc.) et préparation des données ;Capacité à analyser les données et restituer les résultats, de façon à ce qu’ils répondent à une stratégie : Validation des modèles, mise en place d’indicateurs pertinents, étude des résultats, recommandations, data-visualisation ;Participation à des études de Recherche & DéveloppementVous aurez aussi la possibilité de participer rapidement au développement commercial et à l’encadrement de consultants plus juniors.*Profils recherchés : *Diplômé(e) d’une école d’ingénieur (Polytechnique, Centrale, Télécom, Mines, Ponts, Ensimag, …) ou diplômé(e) d’une formation de niveau Bac+5 Master en mathématiques, statistiques, ou d’un Master spécialisé dans un domaine connexe à la Data :Vous justifiez d’une expérience significative plusieurs années d’expérience (minimum 2 ans) en ingénierie de données acquise au sein d’un cabinet de conseil, d’une banque, d’une société de gestion ou un assureur.Vous possédez une double expertise en Data Science et en risques financiers.Vous avez au cours de vos expériences mené des travaux portant sur l’implémentation de méthodes d’apprentissage automatique / Machine Learning et / ou d’analyses mathématiques / statistiques de données volumineuses. Vos travaux porteront ainsi sur des projets en lien avec les données issues de sources de données (analyses économiques, données financières, risques de crédit, informations issues du web, …). Dans ce cadre, vous aurez à mener des actions de collecte et d’analyse de données dans le cadre du développement de modèles et systèmes apprenants et prédictifs.Vous avez une bonne connaissance et expérience dans l’utilisation des outils informatiques d’analyse de données (Python, R, …) et leurs librairies associées pour traiter efficacement de la donnée volumineuse, la visualiser et la modéliser. Vous maîtrisez SQL, et, en bonus, Spark, et les plateformes de mise en production (AWS, Azure, GCP, Docker, Flask, etc.).Autres Compétences :Autonome pour mener ses travaux à bien et capable d’être force de propositions et d’initier des idées de recherche pour améliorer la performance des fonds.Bonne connaissance de l’écosystème data;Compréhension des enjeux métier en financeCapacité à structurer des projets (organisation, suivi, rétroplanning) ;*Alors si vous souhaitez …*Saisir des opportunités de carrière stimulantes dans un environnement en forte croissance et propice à la prise d’initiatives : 81% des managers sont issus de promotions internes.Intervenir sur des missions d’expertise auprès des plus grands acteurs du secteur de l’assurance et de la banque dans un contexte réglementaire en perpétuel renouvellement: FRTB, IFRS 9 & 17, Loi Pacte, Solvabilité 2, Nouvelle Définition du Défaut, Stress Test, TRIM, etc.Être accompagné tout au long de votre projet professionnel et assurer votre montée en expertise en continu : _ formations métiers, techniques ou soft skills, participation à des projets de Recherche & Développement dans le cadre de nos groupes de travail, programme de certifications, etc_.Évoluer dans une société à taille humaine dotée d’une forte cohésion d’équipe : _ organisation tout au long de l’année de teams buildings, d’évènements culturels et sportifs, séminaires à l’étranger, etc_.*… n’hésitez plus, postulez et rencontrons-nous !*Emplacement géographique :  Cabinet situé au 110 avenue de la République - 75011 Paris. Déplacements à prévoir sur site client principalement en Ile de France.*Processus de recrutement : * Un entretien de pré qualification téléphonique d’une dizaine de minutes et trois entretiens sont à prévoir respectivement avec une personne du Service Recrutement, un Manager du Département ainsi qu’un entretien final avec l’un des Associés.Type d'emploi : CDIWork Location: Multiple Locations"
Docteur R&D – Data Scientist – FCN F/H,RD2 CONSEIL,Marseille 1er (13),CDI,-,"Descriptif du poste:
Afin de pouvoir proposer de nouveaux services à ses clients, et exploiter la richesse des informations détenues dans les millions de data collectées (3 millions d’entreprises), notre client souhaite intégrer une expertise R&D par le recrutement d’un profil Docteur (H/F) R&D Data Analyst / Data Scientist, qui aura en charge l’ensemble du process d’organisation et d’analyse des données.
Dans une société à taille humaine, vous aurez un rôle central dans l’entreprise en tant que référent data. Vous chercherez à comprendre les enjeux business des clients, travaillerez en lien avec les différents services de l’entreprise, afin d’identifier les variables d’intérêt, extraire les informations utiles et formuler les scénarios de recommandations adaptés.
Profil recherché:
Nous cherchons un candidat disposant en particulier des compétences suivantes :
De formation initiale en Informatique / Statistiques, vous avez réalisé un Doctorat et/ou post-doctorat sur des problématiques de collecte et d’analyse de données.
Vous avez une connaissance forte des techniques des méthodes d’analyses mathématiques / statistiques de données volumineuses et/ou d’apprentissage automatique / Machine Learning.
Des connaissances des outils Big Data seront appréciées (ElasticSearch, Hadoop…)
Vous maîtrisez également la programmation informatique permettant de concevoir et d’implémenter l’ensemble de ces systèmes (Python requis)
Notre client recherche des collaborateurs engagés et dynamiques. Vous disposez des qualités suivantes :
Proactivité, vous savez identifier en autonomie les différentes actions à mener. Vous prendrez l’initiative d’explorer toutes les pistes pertinentes et n’attendrez pas une validation pour aller au-delà des attentes ;
Ouverture, goût pour la communication, le partage, Vous devrez être en mesure d’expliquer et de partager en interne et en externe les résultats de vos analyses ;
Esprit d’équipe ;
Pragmatique et orienté résultat ;
Respect des délais, capacité de gestion de projets et de planification de vos tâches.
Si vous pensez être cette personne, que vous êtes titulaire d’un Doctorat et n’avez jamais été embauché en CDI après l’obtention de votre thèse (contrainte impérative pour respecter les critères du CIR), nous vous invitons à nous faire parvenir votre CV et lettre de motivation par mail sous la référence FCN.
Entreprise:
RD2 Conseil est un cabinet de recrutement spécialisé sur la recherche de profils scientifiques pour les besoins en R&D des PME innovantes et entreprises privées, souhaitant se doter de compétences pointues et de réelles ressources humaines en matière d’Innovation.
Nous recrutons actuellement un(e) Docteur (H/F) en Data Science.
Notre client, startup de 20 personnes, a développé un logiciel qui automatise la production comptable via notamment la collecte des factures, la pré imputation comptable, la révision, le lettrage et le pointage. La solution est proposée aux cabinets comptables, ainsi qu‘aux services comptabilité des entreprises. Elle s’appuie notamment sur les nouvelles technologies de reconnaissance de caractères (OCR)."
H/F Data analyst,Opéra Conseil,Lyon (69),-,-,"Description du poste de Data Analyst

Le rôle du Data Analyst est au cœur de la Business Intelligence.

Accompagné des référents métiers, le Data Analyst apporte des éléments concrets aux décideurs de l’entreprise afin de les aider à affiner leurs tactiques business. Mais ce n’est pas tout : il cherche aussi à identifier de nouvelles sources de data, et à améliorer les processus de collecte, d’analyse et de reporting data.

En bref, ses missions consistent à collecter et analyser les données, puis à les transcrire dans des rapports compréhensibles pour tous les métiers de l’entreprise.

Quelles sont ses missions principales ?

Ses missions sont étroitement liées à la collecte et à l’analyse des données de l’entreprise. Son rôle est principalement de :

concevoir et gérer des systèmes et des bases de données ;
collecter des données ;
transformer les données pour qu’elles soient exploitables par l’ensemble des métiers de l’entreprise ;
analyser la data ;
communiquer les résultats des analyses à travers un reporting compréhensible par tous les métiers.
Profil du Data Analyst

Issu(e) d’une formation supérieure de niveau Bac +2, Bac +4/5, de type école d’Ingénieurs, vous justifiez d’une expérience minimum de 3 ans comme Data analyst, dans des projets d’implémentation de solutions informatiques.

Ce type de prestation nécessite
d’avoir des bases solides en mathématiques, bien connaître les statistiques et le langage informatique, mais aussi être capable de maîtriser les outils techniques d’analyse et de traitement des données (Tableau software, tableau CRM, Powerbi, …)
d’avoir esprit à la fois analytique et synthétique.
d’être organisé et rigoureux, il doit délivrer des conclusions fiables : tous les métiers de l’entreprise comptent sur lui pour avoir des données exploitables. Son travail doit faciliter la prise de décision dans chaque pôle de métier.
d’être bon pédagogue et être capable d’expliquer ses analyses à tout type d’interlocuteurs. Et donc faire preuve de patience !
d’être curieux (se) et pratiquer une veille active sur vos domaines de compétence.
anglais courant

Salaire : fixe (en fonction du profil) + variable

Avantages :

Titre-restaurant
RTT
Participation au transport
Épargne salariale

Ce poste est ouvert, à compétences égales, aux personnes en situation de handicap.

Description société

Opéra est une société de conseil en organisation et système d’information

Société d’origine lyonnaise, créée en avril 2007. Nous travaillons essentiellement en France mais également directement pour des sociétés européennes.

Opéra, seule société de conseil en SI Lyonnaise menant une démarche Lean Six Sigma pour elle même et pour ses clients.

Nous sommes exigeants avec les profils que nous recrutons, mais avant tout à l’écoute de ce que chacun peut apporter. Avec la nature, le niveau et la diversité de nos missions, Opéra est un endroit où vous progresserez très rapidement.

Venez nous rencontrer et nous présenter votre projet professionnel
Conseils au candidat
Dans le groupe, l’action et la pratique sont perçues comme bien supérieures à la théorie.
Opéra mise sur les capacités et l’audace"
DATA MINER / DATA ANALYSTE H/F,LES MOUSQUETAIRES,Bondoufle (91),CDI,-,"Critères de l'offre
Data analyst (H/F)
Bondoufle (91)
CDI
Temps Plein
Secteur : Agroalimentaire
Expérience requise : 1-2 ans , 3-5 ans
Niveau d'études : Diplôme de grande école d'ingénieur , Bac+5
L'entreprise : LES MOUSQUETAIRES
Le Groupement Les Mousquetaires, ce sont 7 enseignes de la grande distribution portées haut et fort par plus de 3 000 chefs d'entreprise indépendants ! Ce sont aussi 150 000 collaborateurs mobilisés autour de notre modèle unique de producteurs et commerçants. Et nous en sommes fiers ! Dans toutes les fonctions au service des points de vente, de la logistique à l'immobilier, en passant par l'industrie agroalimentaire ou l'informatique, nos équipes font nos succès.

Chez Intermarché & Netto, les enseignes alimentaires du Groupement, notre goût d'entreprendre, notre indépendance et la diversité de nos métiers nous permettent d'avoir un impact sur toute la chaîne de production pour répondre aux nouvelles attentes des consommateurs. Chaque jour, nos équipes réunissent leurs compétences autour de la table pour faire vivre notre mission : ""Ensemble, agissons pour placer le mieux manger à la portée de tous"". Envie de vous engager concrètement dans l'action avec nous pour relever nos défis d'aujourd'hui et de demain ? Parlons-en très vite !

Description du poste
Au sein du Service Etudes Finance & Stratégie, nous recherchons un(e) DATA MINER en CDI.
Concrètement quelles seront vos missions ?
Rattaché(e) à Caroline, vos missions seront les suivantes :
Participer aux analyses et traitements de base de données sur l'ensemble des activités du groupe (Point de vente, Client, Produits,...);
Mesure de la performance des opérations commerciales;
Réalisation d'outils d'analyse de la donnée et de reporting;
Réalisation de modèles (projection, prévision de ventes, scoring, segmentation, …);
Enrichissement de nos bases de données décisionnelles;
Veille sur les évolutions technologiques et les tendances sur les métiers de la data;
Envie d'une expérience enrichissante au sein d'une entreprise dynamique qui vous offrira un cadre de travail exceptionnel ?
Rejoignez-nous sur les 83 hectares verdoyants du Parc de Tréville (près d'Evry dans le 91) !
Description du profil
De formation ingénieur ou Bac+5 en statistiques / économétrie / mathématiques appliquées, vous justifiez d'une première expérience.Vous maîtrisez le traitement des bases de données (langage SQL), les techniques d'analyses statistiques et de datamining (outil SAS) et les outils bureautiques du Pack Office.La connaissance des outils Teradata ou Microstrategy, de solutions big data ou de data visualisation est un plus.Au-delà de ces aspects techniques, vos capacités d'analyse et de synthèse vous permettent de produire des recommandations orientées client et business afin d'améliorer la performance.Vous êtes organisé et rigoureux et votre bon relationnel vous permet de vous adapter à des interlocuteurs variés.
Salaire et avantages
Salaire : Salaire selon profil

Référence : 19178905"
Data Analyst F/H,CLOSTERA,Paris 9e (75),-,-,"Descriptif du poste:
Notre client leader en France dans le monde des médias , avec un portefeuille de 25 marques incontournables a au coeur des ses préoccupations les sujets d’innovation tels que la monétisation de la data.

La mission se déroule dans des locaux dynamiques et attrayants ( jardin, terrasses, Ping-pong, babyfoot, )

Un arrêt de métro à deux minutes à pied et des navettes pour ceux qui préfèrent le RER.

Passionnné(e) de Data et curieux (se) de découvrir l’univers des médias, vous serez en contact direct avec les différents métiers.

Grâce à vos connaissances en analyse de données vous interviendrez en support de leur activité.

Votre quotidien :

Développper et maintenir les dashboards (einstein analytics),
Mener des analyses ad hoc,
Faire des recommandations et des préconisations.

Profil recherché:
Vous êtes doté(e) d’excellentes capacités d’analyse, d’une grande capacité d’écoute, de créativité mais aussi de rigueur.

Vous êtes un(e) bon(ne) communiquant(e) et savez être diplomâte.

Une première expérience sur Einstein Analytics est un vrai plus.

Entreprise:PRESENTATION DE LA SOCIETE :
Société de consulting à taille humaine résolument tournée vers l’innovation et l’expertise technologique, CLOSTERA place le bien-être de ses consultants au cœur de la stratégie de réussite des projets IT sur lesquels nous intervenons au travers d’une approche « employee centric ».

Nos domaines d’intervention :

Cloud Consulting & Gestion des services d’infrastructures IT (SDM) ;
Excellence opérationnelle, RPA & ITSM ; Agile IT
Solutions applicatives & Transformation Digitale ;

Nous cultivons bienveillance, proximité, humilité, partage, intelligence collective, et fun, ce que nous déclinons au quotidien dans des pratiques concrètes. Nous recrutons tout au long de l’année des passionnés se reconnaissant dans les valeurs qui nous portent… Vous en faites partie ?

Postulez, rejoignez l’aventure Clostera !"
